X,y
3.0,103.4
3.01,103.398
3.0199999999999996,103.396
3.0299999999999994,103.394
3.039999999999999,103.392
3.049999999999999,103.39
3.0599999999999987,103.388
3.0699999999999985,103.386
3.0799999999999983,103.384
3.089999999999998,103.382
3.099999999999998,103.38
3.1099999999999977,103.378
3.1199999999999974,103.376
3.1299999999999972,103.374
3.139999999999997,103.372
3.149999999999997,103.37
3.1599999999999966,103.368
3.1699999999999964,103.366
3.179999999999996,103.364
3.189999999999996,103.362
3.1999999999999957,103.36
3.2099999999999955,103.358
3.2199999999999953,103.356
3.229999999999995,103.354
3.239999999999995,103.352
3.2499999999999947,103.35
3.2599999999999945,103.348
3.2699999999999942,103.346
3.279999999999994,103.344
3.289999999999994,103.342
3.2999999999999936,103.34
3.3099999999999934,103.338
3.319999999999993,103.336
3.329999999999993,103.334
3.3399999999999928,103.33200000000001
3.3499999999999925,103.33
3.3599999999999923,103.328
3.369999999999992,103.32600000000001
3.379999999999992,103.324
3.3899999999999917,103.322
3.3999999999999915,103.32000000000001
3.4099999999999913,103.318
3.419999999999991,103.316
3.429999999999991,103.31400000000001
3.4399999999999906,103.312
3.4499999999999904,103.31
3.45999999999999,103.308
3.46999999999999,103.306
3.4799999999999898,103.304
3.4899999999999896,103.302
3.4999999999999893,103.3
3.509999999999989,103.298
3.519999999999989,103.296
3.5299999999999887,103.294
3.5399999999999885,103.292
3.5499999999999883,103.29
3.559999999999988,103.288
3.569999999999988,103.286
3.5799999999999876,103.284
3.5899999999999874,103.282
3.599999999999987,103.28
3.609999999999987,103.278
3.619999999999987,103.276
3.6299999999999866,103.274
3.6399999999999864,103.272
3.649999999999986,103.27000000000001
3.659999999999986,103.268
3.6699999999999857,103.266
3.6799999999999855,103.26400000000001
3.6899999999999853,103.262
3.699999999999985,103.26
3.709999999999985,103.25800000000001
3.7199999999999847,103.256
3.7299999999999844,103.254
3.7399999999999842,103.25200000000001
3.749999999999984,103.25
3.759999999999984,103.248
3.7699999999999836,103.24600000000001
3.7799999999999834,103.244
3.789999999999983,103.242
3.799999999999983,103.24000000000001
3.8099999999999827,103.238
3.8199999999999825,103.236
3.8299999999999823,103.23400000000001
3.839999999999982,103.232
3.849999999999982,103.23
3.8599999999999817,103.22800000000001
3.8699999999999815,103.226
3.8799999999999812,103.224
3.889999999999981,103.22200000000001
3.899999999999981,103.22
3.9099999999999806,103.218
3.9199999999999804,103.21600000000001
3.92999999999998,103.214
3.93999999999998,103.212
3.9499999999999797,103.21000000000001
3.9599999999999795,103.208
3.9699999999999793,103.206
3.979999999999979,103.20400000000001
3.989999999999979,103.202
3.9999999999999787,103.2
4.0099999999999785,103.19800000000001
4.019999999999978,103.196
4.029999999999978,103.194
4.039999999999978,103.19200000000001
4.049999999999978,103.19
4.059999999999977,103.188
4.069999999999977,103.186
4.079999999999977,103.184
4.089999999999977,103.182
4.0999999999999766,103.18
4.109999999999976,103.17800000000001
4.119999999999976,103.176
4.129999999999976,103.174
4.139999999999976,103.17200000000001
4.1499999999999755,103.17
4.159999999999975,103.168
4.169999999999975,103.16600000000001
4.179999999999975,103.164
4.189999999999975,103.162
4.199999999999974,103.16000000000001
4.209999999999974,103.158
4.219999999999974,103.156
4.229999999999974,103.15400000000001
4.239999999999974,103.152
4.249999999999973,103.15
4.259999999999973,103.14800000000001
4.269999999999973,103.146
4.279999999999973,103.144
4.2899999999999725,103.14200000000001
4.299999999999972,103.14
4.309999999999972,103.138
4.319999999999972,103.13600000000001
4.329999999999972,103.134
4.339999999999971,103.132
4.349999999999971,103.13000000000001
4.359999999999971,103.128
4.369999999999971,103.126
4.379999999999971,103.12400000000001
4.38999999999997,103.122
4.39999999999997,103.12
4.40999999999997,103.11800000000001
4.41999999999997,103.116
4.4299999999999695,103.114
4.439999999999969,103.11200000000001
4.449999999999969,103.11
4.459999999999969,103.108
4.469999999999969,103.10600000000001
4.4799999999999685,103.10400000000001
4.489999999999968,103.102
4.499999999999968,103.10000000000001
4.509999999999968,103.09800000000001
4.519999999999968,103.096
4.529999999999967,103.09400000000001
4.539999999999967,103.09200000000001
4.549999999999967,103.09
4.559999999999967,103.08800000000001
4.5699999999999665,103.08600000000001
4.579999999999966,103.084
4.589999999999966,103.08200000000001
4.599999999999966,103.08000000000001
4.609999999999966,103.078
4.6199999999999655,103.07600000000001
4.629999999999965,103.07400000000001
4.639999999999965,103.072
4.649999999999965,103.07000000000001
4.659999999999965,103.06800000000001
4.669999999999964,103.066
4.679999999999964,103.06400000000001
4.689999999999964,103.06200000000001
4.699999999999964,103.06
4.7099999999999635,103.058
4.719999999999963,103.05600000000001
4.729999999999963,103.054
4.739999999999963,103.052
4.749999999999963,103.05000000000001
4.7599999999999625,103.048
4.769999999999962,103.046
4.779999999999962,103.04400000000001
4.789999999999962,103.042
4.799999999999962,103.04
4.809999999999961,103.03800000000001
4.819999999999961,103.036
4.829999999999961,103.034
4.839999999999961,103.03200000000001
4.849999999999961,103.03
4.85999999999996,103.028
4.86999999999996,103.02600000000001
4.87999999999996,103.024
4.88999999999996,103.022
4.8999999999999595,103.02000000000001
4.909999999999959,103.01800000000001
4.919999999999959,103.016
4.929999999999959,103.01400000000001
4.939999999999959,103.01200000000001
4.949999999999958,103.01
4.959999999999958,103.00800000000001
4.969999999999958,103.00600000000001
4.979999999999958,103.004
4.989999999999958,103.00200000000001
4.999999999999957,103.00000000000001
5.009999999999957,102.998
5.019999999999957,102.99600000000001
5.029999999999957,102.99400000000001
5.0399999999999565,102.992
5.049999999999956,102.99000000000001
5.059999999999956,102.98800000000001
5.069999999999956,102.986
5.079999999999956,102.98400000000001
5.0899999999999554,102.98200000000001
5.099999999999955,102.98
5.109999999999955,102.97800000000001
5.119999999999955,102.97600000000001
5.129999999999955,102.974
5.139999999999954,102.97200000000001
5.149999999999954,102.97000000000001
5.159999999999954,102.968
5.169999999999954,102.96600000000001
5.1799999999999535,102.96400000000001
5.189999999999953,102.962
5.199999999999953,102.96000000000001
5.209999999999953,102.95800000000001
5.219999999999953,102.956
5.2299999999999525,102.95400000000001
5.239999999999952,102.95200000000001
5.249999999999952,102.95
5.259999999999952,102.94800000000001
5.269999999999952,102.94600000000001
5.279999999999951,102.94400000000002
5.289999999999951,102.94200000000001
5.299999999999951,102.94000000000001
5.309999999999951,102.93800000000002
5.3199999999999505,102.936
5.32999999999995,102.93400000000001
5.33999999999995,102.93200000000002
5.34999999999995,102.93
5.35999999999995,102.92800000000001
5.3699999999999495,102.92600000000002
5.379999999999949,102.924
5.389999999999949,102.92200000000001
5.399999999999949,102.92000000000002
5.409999999999949,102.918
5.419999999999948,102.91600000000001
5.429999999999948,102.91400000000002
5.439999999999948,102.912
